"state","sex","year","total","daily"
"South Carolina","Females",1999,22.59,18
"South Carolina","Both",1999,26.35,20.85
"South Carolina","Males",2000,30.52,23.82
"South Carolina","Females",2000,23.52,18.48
"South Carolina","Both",2000,26.96,21.1
"South Carolina","Males",2001,30.32,23.62
"South Carolina","Females",2001,24.04,18.82
"South Carolina","Both",2001,27.12,21.18
"South Carolina","Males",2002,30.47,23.67
"South Carolina","Females",2002,24.44,18.83
"South Carolina","Both",2002,27.4,21.21
"South Carolina","Males",2003,30.11,23.26
"South Carolina","Females",2003,24.34,18.66
"South Carolina","Both",2003,27.17,20.92
"South Carolina","Males",2004,29.55,22.65
"South Carolina","Females",2004,23.74,17.99
"South Carolina","Both",2004,26.59,20.28
"South Carolina","Males",2005,29.33,22.09
"South Carolina","Females",2005,23.28,17.56
"South Carolina","Both",2005,26.25,19.78
"South Carolina","Males",2006,28.67,21.33
"South Carolina","Females",2006,22.81,17.09
"South Carolina","Both",2006,25.68,19.17
"South Carolina","Males",2007,27.97,20.43
"South Carolina","Females",2007,22.44,16.68
"South Carolina","Both",2007,25.16,18.52
"South Carolina","Males",2008,27.53,19.9
"South Carolina","Females",2008,21.77,15.94
"South Carolina","Both",2008,24.6,17.88
"South Carolina","Males",2009,27.01,19.36
"South Carolina","Females",2009,21.3,15.55
"South Carolina","Both",2009,24.1,17.42
"South Carolina","Males",2010,26.68,18.75
"South Carolina","Females",2010,21.13,14.99
"South Carolina","Both",2010,23.86,16.84
"South Carolina","Males",2011,26.38,18.7
"South Carolina","Females",2011,20.35,14.43
"South Carolina","Both",2011,23.31,16.53
"South Carolina","Males",2012,25.27,17.58
"South Carolina","Females",2012,19.55,13.61
"South Carolina","Both",2012,22.36,15.56
"South Dakota","Males",1996,28.33,23.84
"South Dakota","Females",1996,23.09,19.18
"South Dakota","Both",1996,25.66,21.47
"South Dakota","Males",1997,27.98,23.17
"South Dakota","Females",1997,23.1,19
"South Dakota","Both",1997,25.5,21.05
"South Dakota","Males",1998,27.86,22.76
"South Dakota","Females",1998,23.28,18.91
"South Dakota","Both",1998,25.53,20.8
"South Dakota","Males",1999,27.45,22
"South Dakota","Females",1999,23.47,18.55
"South Dakota","Both",1999,25.43,20.24
"South Dakota","Males",2000,27.12,21.41
"South Dakota","Females",2000,23.25,18.05
"South Dakota","Both",2000,25.15,19.7
"South Dakota","Males",2001,26.87,20.89
"South Dakota","Females",2001,23.84,18.32
"South Dakota","Both",2001,25.33,19.58
"South Dakota","Males",2002,26.93,20.47
"South Dakota","Females",2002,23.56,17.87
"South Dakota","Both",2002,25.22,19.15
"South Dakota","Males",2003,26.67,19.97
"South Dakota","Females",2003,23.34,17.33
"South Dakota","Both",2003,24.98,18.62
"South Dakota","Males",2004,26.42,19.62
"South Dakota","Females",2004,22.96,17.02
"South Dakota","Both",2004,24.66,18.3
"South Dakota","Males",2005,26.06,19.06
"South Dakota","Females",2005,23.16,17.07
"South Dakota","Both",2005,24.58,18.05
"South Dakota","Males",2006,25.52,18.48
"South Dakota","Females",2006,22.65,16.62
"South Dakota","Both",2006,24.06,17.54
"South Dakota","Males",2007,24.67,17.95
"South Dakota","Females",2007,22.14,16.11
"South Dakota","Both",2007,23.38,17.02
"South Dakota","Males",2008,23.97,17.58
"South Dakota","Females",2008,21.27,15.6
"South Dakota","Both",2008,22.6,16.58
"South Dakota","Males",2009,23.86,17.27
"South Dakota","Females",2009,21.05,15.37
"South Dakota","Both",2009,22.43,16.3
"South Dakota","Males",2010,23.65,17.2
"South Dakota","Females",2010,20.7,15.07
"South Dakota","Both",2010,22.15,16.11
"South Dakota","Males",2011,23.98,17.33
"South Dakota","Females",2011,20.65,15.3
"South Dakota","Both",2011,22.29,16.3
"South Dakota","Males",2012,23.28,16.55
"South Dakota","Females",2012,20.12,14.7
"South Dakota","Both",2012,21.67,15.61
"Tennessee","Males",1996,31.28,27.58
"Tennessee","Females",1996,25.31,22.13
"Tennessee","Both",1996,28.24,24.81
"Tennessee","Males",1997,31.07,27.07
"Tennessee","Females",1997,25.39,21.98
"Tennessee","Both",1997,28.18,24.48
"Tennessee","Males",1998,30.97,26.62
"Tennessee","Females",1998,25.39,21.85
"Tennessee","Both",1998,28.13,24.19
"Tennessee","Males",1999,30.64,25.66
"Tennessee","Females",1999,25.07,21.31
"Tennessee","Both",1999,27.81,23.45
"Tennessee","Males",2000,30.39,25.15
"Tennessee","Females",2000,24.76,20.86
"Tennessee","Both",2000,27.53,22.97
"Tennessee","Males",2001,30.02,24.56
"Tennessee","Females",2001,24.68,20.58
"Tennessee","Both",2001,27.31,22.53
"Tennessee","Males",2002,30.41,24.49
"Tennessee","Females",2002,24.83,20.2
"Tennessee","Both",2002,27.57,22.3
"Tennessee","Males",2003,30.24,24.03
"Tennessee","Females",2003,24.78,19.87
"Tennessee","Both",2003,27.46,21.91
"Tennessee","Males",2004,29.92,23.75
"Tennessee","Females",2004,24.74,19.8
"Tennessee","Both",2004,27.28,21.74
"Tennessee","Males",2005,29.8,23.27
"Tennessee","Females",2005,24.76,19.63
"Tennessee","Both",2005,27.24,21.42
"Tennessee","Males",2006,29.34,22.7
"Tennessee","Females",2006,24.31,19
"Tennessee","Both",2006,26.78,20.81
"Tennessee","Males",2007,28.94,22.35
"Tennessee","Females",2007,23.8,18.63
"Tennessee","Both",2007,26.32,20.46
"Tennessee","Males",2008,26.6,20.07
"Tennessee","Females",2008,21.87,16.89
"Tennessee","Both",2008,24.19,18.45
"Tennessee","Males",2009,26.51,20.14
"Tennessee","Females",2009,21.67,16.82
"Tennessee","Both",2009,24.05,18.45
"Tennessee","Males",2010,26.25,19.57
"Tennessee","Females",2010,21.69,16.5
"Tennessee","Both",2010,23.93,18.01
"Tennessee","Males",2011,26.82,20.02
"Tennessee","Females",2011,22.81,17.55
"Tennessee","Both",2011,24.77,18.76
"Tennessee","Males",2012,25.92,19.05
"Tennessee","Females",2012,22.13,16.79
"Tennessee","Both",2012,23.99,17.9
"Texas","Males",1996,27.16,20.76
"Texas","Females",1996,19.91,15.24
"Texas","Both",1996,23.47,17.95
"Texas","Males",1997,26.96,20.23
"Texas","Females",1997,19.86,15.04
"Texas","Both",1997,23.35,17.59
"Texas","Males",1998,26.92,19.87
"Texas","Females",1998,19.88,14.9
"Texas","Both",1998,23.34,17.34
"Texas","Males",1999,26.71,19.43
"Texas","Females",1999,19.97,14.77
"Texas","Both",1999,23.28,17.06
"Texas","Males",2000,26.92,19.5
"Texas","Females",2000,20.48,15.07
"Texas","Both",2000,23.64,17.24
"Texas","Males",2001,26.92,19.19
"Texas","Females",2001,20.06,14.87
"Texas","Both",2001,23.43,16.99
"Texas","Males",2002,26.76,18.78
"Texas","Females",2002,19.87,14.58
"Texas","Both",2002,23.25,16.64
"Texas","Males",2003,26.68,18.44
"Texas","Females",2003,19.52,14.22
"Texas","Both",2003,23.04,16.29
"Texas","Males",2004,26.13,17.97
"Texas","Females",2004,19.12,13.96
"Texas","Both",2004,22.56,15.93
"Texas","Males",2005,25.61,17.28
"Texas","Females",2005,18.8,13.65
"Texas","Both",2005,22.14,15.43
"Texas","Males",2006,25.3,16.99
"Texas","Females",2006,18.68,13.33
"Texas","Both",2006,21.93,15.13
"Texas","Males",2007,24.86,16.62
"Texas","Females",2007,18.44,13.23
"Texas","Both",2007,21.59,14.89
"Texas","Males",2008,24.37,16.22
"Texas","Females",2008,17.77,12.58
"Texas","Both",2008,21.01,14.37
"Texas","Males",2009,23.96,15.75
"Texas","Females",2009,17.24,12.11
"Texas","Both",2009,20.54,13.89
"Texas","Males",2010,23.84,15.6
"Texas","Females",2010,16.5,11.43
"Texas","Both",2010,20.11,13.48
"Texas","Males",2011,22.86,15.1
"Texas","Females",2011,15.63,10.87
"Texas","Both",2011,19.18,12.95
"Texas","Males",2012,22.1,14.35
"Texas","Females",2012,15.13,10.38
"Texas","Both",2012,18.55,12.33
"Utah","Males",1996,20.8,16.47
"Utah","Females",1996,14.28,11.81
"Utah","Both",1996,17.48,14.1
"Utah","Males",1997,20.69,16.17
"Utah","Females",1997,14.28,11.65
"Utah","Both",1997,17.42,13.87
"Utah","Males",1998,19.72,15.07
"Utah","Females",1998,13.99,11.13
"Utah","Both",1998,16.81,13.07
"Utah","Males",1999,19.13,14.5
"Utah","Females",1999,13.96,10.69
"Utah","Both",1999,16.5,12.56
"Utah","Males",2000,18.55,14.12
"Utah","Females",2000,13.81,10.36
"Utah","Both",2000,16.13,12.21
"Utah","Males",2001,17.94,13.44
"Utah","Females",2001,13.51,10.17
"Utah","Both",2001,15.69,11.78
"Utah","Males",2002,17.12,12.92
"Utah","Females",2002,13.12,9.87
"Utah","Both",2002,15.08,11.37
"Utah","Males",2003,16.86,12.8
"Utah","Females",2003,12.79,9.59
"Utah","Both",2003,14.79,11.17
"Utah","Males",2004,16.35,12.4
"Utah","Females",2004,12.26,9.33
"Utah","Both",2004,14.27,10.84
"Utah","Males",2005,16.33,12.33
"Utah","Females",2005,11.97,9.02
"Utah","Both",2005,14.11,10.64
"Utah","Males",2006,16.07,12.01
"Utah","Females",2006,11.72,8.88
"Utah","Both",2006,13.86,10.41
"Utah","Males",2007,15.91,11.64
"Utah","Females",2007,11.45,8.75
"Utah","Both",2007,13.64,10.17
"Utah","Males",2008,15.11,11.02
"Utah","Females",2008,10.87,8.26
"Utah","Both",2008,12.96,9.61
"Utah","Males",2009,14.97,10.78
"Utah","Females",2009,10.62,8.07
"Utah","Both",2009,12.76,9.4
"Utah","Males",2010,14.54,10.26
"Utah","Females",2010,10.54,7.93
"Utah","Both",2010,12.5,9.07
"Utah","Males",2011,14.84,10.64
"Utah","Females",2011,10.9,8.16
"Utah","Both",2011,12.83,9.38
"Utah","Males",2012,14.37,10.17
"Utah","Females",2012,10.62,7.86
"Utah","Both",2012,12.46,8.99
"Vermont","Males",1996,24.93,20.62
"Vermont","Females",1996,21.39,17.93
"Vermont","Both",1996,23.13,19.25
"Vermont","Males",1997,24.52,19.98
"Vermont","Females",1997,21.27,17.56
"Vermont","Both",1997,22.87,18.75
"Vermont","Males",1998,24.31,19.55
"Vermont","Females",1998,21.21,17.34
"Vermont","Both",1998,22.73,18.42
"Vermont","Males",1999,24.51,19.51
"Vermont","Females",1999,21.11,16.82
"Vermont","Both",1999,22.78,18.14
"Vermont","Males",2000,23.8,18.68
"Vermont","Females",2000,21.2,16.64
"Vermont","Both",2000,22.48,17.64
"Vermont","Males",2001,23.74,18.57
"Vermont","Females",2001,21.49,16.81
"Vermont","Both",2001,22.6,17.68
"Vermont","Males",2002,24.25,18.8
"Vermont","Females",2002,21.57,16.55
"Vermont","Both",2002,22.89,17.66
"Vermont","Males",2003,24.16,18.55
"Vermont","Females",2003,20.93,15.71
"Vermont","Both",2003,22.52,17.1
"Vermont","Males",2004,23.26,17.83
"Vermont","Females",2004,20.3,15.32
"Vermont","Both",2004,21.75,16.55
"Vermont","Males",2005,22.78,17.3
"Vermont","Females",2005,19.71,14.8
"Vermont","Both",2005,21.21,16.03
"Vermont","Males",2006,22.6,16.91
"Vermont","Females",2006,19.28,14.32
"Vermont","Both",2006,20.91,15.59
"Vermont","Males",2007,21.68,16.07
"Vermont","Females",2007,18.41,13.71
"Vermont","Both",2007,20.02,14.87
"Vermont","Males",2008,20.78,15.2
"Vermont","Females",2008,17.85,13.3
"Vermont","Both",2008,19.29,14.23
"Vermont","Males",2009,20.33,14.86
"Vermont","Females",2009,17.06,12.57
"Vermont","Both",2009,18.67,13.7
"Vermont","Males",2010,20.1,14.43
"Vermont","Females",2010,16.61,12.05
"Vermont","Both",2010,18.32,13.22
"Vermont","Males",2011,20.03,14.69
"Vermont","Females",2011,15.94,11.59
"Vermont","Both",2011,17.95,13.11
"Vermont","Males",2012,19.33,13.95
"Vermont","Females",2012,15.47,11.08
"Vermont","Both",2012,17.37,12.49
"Virginia","Males",1996,26.94,22.04
"Virginia","Females",1996,21.65,17.45
"Virginia","Both",1996,24.25,19.7
"Virginia","Males",1997,26.94,21.74
"Virginia","Females",1997,21.64,17.35
"Virginia","Both",1997,24.24,19.5
"Virginia","Males",1998,26.75,21.22
"Virginia","Females",1998,21.5,17.05
"Virginia","Both",1998,24.08,19.1
"Virginia","Males",1999,26.57,20.91
"Virginia","Females",1999,21.61,17
"Virginia","Both",1999,24.04,18.92
"Virginia","Males",2000,26.58,20.84
"Virginia","Females",2000,21.4,16.83
"Virginia","Both",2000,23.94,18.8
"Virginia","Males",2001,26.2,20.46
"Virginia","Females",2001,20.99,16.42
"Virginia","Both",2001,23.55,18.4
"Virginia","Males",2002,26.11,20.03
"Virginia","Females",2002,20.93,16.12
"Virginia","Both",2002,23.47,18.04
"Virginia","Males",2003,25.91,19.67
"Virginia","Females",2003,20.93,16.02
"Virginia","Both",2003,23.38,17.82
"Virginia","Males",2004,25.57,19.35
"Virginia","Females",2004,20.39,15.56
"Virginia","Both",2004,22.93,17.42
"Virginia","Males",2005,24.59,18.17
"Virginia","Females",2005,19.82,14.95
"Virginia","Both",2005,22.16,16.53
"Virginia","Males",2006,24.01,17.45
"Virginia","Females",2006,19.4,14.53
"Virginia","Both",2006,21.66,15.96
"Virginia","Males",2007,23.59,17.09
"Virginia","Females",2007,19.12,14.2
"Virginia","Both",2007,21.32,15.62
"Virginia","Males",2008,23.29,16.87
"Virginia","Females",2008,18.44,13.68
"Virginia","Both",2008,20.82,15.25
"Virginia","Males",2009,22.82,16.33
"Virginia","Females",2009,18.23,13.38
"Virginia","Both",2009,20.49,14.83
"Virginia","Males",2010,22.21,15.63
"Virginia","Females",2010,17.96,12.88
"Virginia","Both",2010,20.05,14.23
"Virginia","Males",2011,21.8,15.21
"Virginia","Females",2011,17.97,12.78
"Virginia","Both",2011,19.85,13.97
"Virginia","Males",2012,21.39,14.75
"Virginia","Females",2012,17.68,12.48
"Virginia","Both",2012,19.5,13.59
"Washington","Males",1996,25.47,20.5
"Washington","Females",1996,21.62,17.11
"Washington","Both",1996,23.51,18.78
"Washington","Males",1997,25.25,19.94
"Washington","Females",1997,21.42,16.85
"Washington","Both",1997,23.3,18.37
"Washington","Males",1998,25.17,19.58
"Washington","Females",1998,21.43,16.68
"Washington","Both",1998,23.26,18.1
"Washington","Males",1999,25.35,19.34
"Washington","Females",1999,21.29,16.35
"Washington","Both",1999,23.29,17.82
"Washington","Males",2000,25.26,19.15
"Washington","Females",2000,20.93,15.94
"Washington","Both",2000,23.05,17.51
"Washington","Males",2001,24.9,18.68
"Washington","Females",2001,20.7,15.99
"Washington","Both",2001,22.76,17.31
"Washington","Males",2002,24.02,17.78
"Washington","Females",2002,20.83,15.96
"Washington","Both",2002,22.4,16.85
"Washington","Males",2003,23.61,17.31
"Washington","Females",2003,20.24,15.31
"Washington","Both",2003,21.89,16.29
"Washington","Males",2004,22.8,16.64
"Washington","Females",2004,19.57,14.79
"Washington","Both",2004,21.15,15.7
"Washington","Males",2005,22.25,16.06
"Washington","Females",2005,19.13,14.39
"Washington","Both",2005,20.66,15.21
"Washington","Males",2006,21.65,15.56
"Washington","Females",2006,18.52,13.76
"Washington","Both",2006,20.06,14.65
"Washington","Males",2007,21.31,15.26
"Washington","Females",2007,17.88,13.28
"Washington","Both",2007,19.57,14.25
"Washington","Males",2008,20.89,14.93
"Washington","Females",2008,17.52,13.09
"Washington","Both",2008,19.17,14
"Washington","Males",2009,20.55,14.73
"Washington","Females",2009,17.21,12.8
"Washington","Both",2009,18.85,13.75
"Washington","Males",2010,20.28,14.31
"Washington","Females",2010,17.16,12.57
"Washington","Both",2010,18.69,13.43
"Washington","Males",2011,20.11,13.99
"Washington","Females",2011,17.32,12.42
"Washington","Both",2011,18.69,13.19
"Washington","Males",2012,19.44,13.3
"Washington","Females",2012,16.81,11.89
"Washington","Both",2012,18.1,12.58
"West Virginia","Males",1996,31.06,27.67
"West Virginia","Females",1996,27.69,24.71
"West Virginia","Both",1996,29.35,26.16
"West Virginia","Males",1997,31.23,27.48
"West Virginia","Females",1997,27.87,24.67
"West Virginia","Both",1997,29.52,26.05
"West Virginia","Males",1998,31.15,27.06
"West Virginia","Females",1998,28,24.59
"West Virginia","Both",1998,29.55,25.81
"West Virginia","Males",1999,31.25,26.69
"West Virginia","Females",1999,28.45,24.57
"West Virginia","Both",1999,29.83,25.61
"West Virginia","Males",2000,31.46,26.62
"West Virginia","Females",2000,28.37,24.18
"West Virginia","Both",2000,29.89,25.38
"West Virginia","Males",2001,31.28,26.3
"West Virginia","Females",2001,28.69,24.1
"West Virginia","Both",2001,29.96,25.18
"West Virginia","Males",2002,31.32,25.92
"West Virginia","Females",2002,29.18,24.3
"West Virginia","Both",2002,30.23,25.09
"West Virginia","Males",2003,31.75,25.91
"West Virginia","Females",2003,29.38,24.18
"West Virginia","Both",2003,30.54,25.03
"West Virginia","Males",2004,30.27,24.6
"West Virginia","Females",2004,28.59,23.43
"West Virginia","Both",2004,29.41,24
"West Virginia","Males",2005,29.68,23.81
"West Virginia","Females",2005,28.38,23.34
"West Virginia","Both",2005,29.02,23.57
"West Virginia","Males",2006,29.91,23.81
"West Virginia","Females",2006,28.47,23.44
"West Virginia","Both",2006,29.17,23.62
"West Virginia","Males",2007,29.54,23.48
"West Virginia","Females",2007,27.85,22.83
"West Virginia","Both",2007,28.68,23.15
"West Virginia","Males",2008,29.71,23.91
"West Virginia","Females",2008,27.58,22.97
"West Virginia","Both",2008,28.63,23.43
"West Virginia","Males",2009,29.75,23.87
"West Virginia","Females",2009,27.19,22.77
"West Virginia","Both",2009,28.44,23.31
"West Virginia","Males",2010,29.85,23.96
"West Virginia","Females",2010,26.94,22.39
"West Virginia","Both",2010,28.37,23.16
"West Virginia","Males",2011,30.19,24.43
"West Virginia","Females",2011,27.12,22.56
"West Virginia","Both",2011,28.62,23.48
"West Virginia","Males",2012,29.28,23.35
"West Virginia","Females",2012,26.43,21.7
"West Virginia","Both",2012,27.83,22.51
"Wisconsin","Males",1996,27.74,23.21
"Wisconsin","Females",1996,24.06,19.56
"Wisconsin","Both",1996,25.87,21.35
"Wisconsin","Males",1997,27.5,22.7
"Wisconsin","Females",1997,24.07,19.39
"Wisconsin","Both",1997,25.75,21.01
"Wisconsin","Males",1998,27.14,22.06
"Wisconsin","Females",1998,23.99,19.12
"Wisconsin","Both",1998,25.54,20.56
"Wisconsin","Males",1999,26.94,21.56
"Wisconsin","Females",1999,23.51,18.67
"Wisconsin","Both",1999,25.19,20.09
"Wisconsin","Males",2000,26.88,21.26
"Wisconsin","Females",2000,23.44,18.34
"Wisconsin","Both",2000,25.13,19.77
"Wisconsin","Males",2001,26.92,21.2
"Wisconsin","Females",2001,23.23,18.26
"Wisconsin","Both",2001,25.04,19.7
"Wisconsin","Males",2002,27.43,21.35
"Wisconsin","Females",2002,23.17,18.1
"Wisconsin","Both",2002,25.26,19.7
"Wisconsin","Males",2003,27.19,21.02
"Wisconsin","Females",2003,22.61,17.53
"Wisconsin","Both",2003,24.86,19.24
"Wisconsin","Males",2004,26.95,20.65
"Wisconsin","Females",2004,22.21,17.19
"Wisconsin","Both",2004,24.53,18.89
"Wisconsin","Males",2005,26.42,19.96
"Wisconsin","Females",2005,22.25,17.12
"Wisconsin","Both",2005,24.3,18.52
"Wisconsin","Males",2006,26.23,19.41
"Wisconsin","Females",2006,22.12,16.8
"Wisconsin","Both",2006,24.14,18.09
"Wisconsin","Males",2007,25.39,18.56
"Wisconsin","Females",2007,21.61,16.25
"Wisconsin","Both",2007,23.47,17.39
"Wisconsin","Males",2008,24.81,18.01
"Wisconsin","Females",2008,21.22,15.83
"Wisconsin","Both",2008,22.98,16.9
"Wisconsin","Males",2009,23.8,17.04
"Wisconsin","Females",2009,20.69,15.36
"Wisconsin","Both",2009,22.22,16.18
"Wisconsin","Males",2010,23.57,16.56
"Wisconsin","Females",2010,20.1,14.58
"Wisconsin","Both",2010,21.81,15.55
"Wisconsin","Males",2011,23.03,16.36
"Wisconsin","Females",2011,20.04,14.71
"Wisconsin","Both",2011,21.51,15.52
"Wisconsin","Males",2012,22.34,15.61
"Wisconsin","Females",2012,19.51,14.13
"Wisconsin","Both",2012,20.9,14.86
"Wyoming","Males",1996,27.32,22.86
"Wyoming","Females",1996,24.38,20.55
"Wyoming","Both",1996,25.82,21.68
"Wyoming","Males",1997,27.17,22.35
"Wyoming","Females",1997,24.35,20.3
"Wyoming","Both",1997,25.73,21.31
"Wyoming","Males",1998,26.8,21.64
"Wyoming","Females",1998,24.26,19.9
"Wyoming","Both",1998,25.51,20.75
"Wyoming","Males",1999,26.83,21.58
"Wyoming","Females",1999,24.36,19.71
"Wyoming","Both",1999,25.58,20.63
"Wyoming","Males",2000,26.16,20.78
"Wyoming","Females",2000,23.77,18.94
"Wyoming","Both",2000,24.94,19.85
"Wyoming","Males",2001,26.24,20.61
"Wyoming","Females",2001,24.23,19.26
"Wyoming","Both",2001,25.22,19.92
"Wyoming","Males",2002,26.31,20.65
"Wyoming","Females",2002,24.98,19.74
"Wyoming","Both",2002,25.63,20.19
"Wyoming","Males",2003,26.79,21.13
"Wyoming","Females",2003,25.3,20.01
"Wyoming","Both",2003,26.03,20.56
"Wyoming","Males",2004,24.17,18.57
"Wyoming","Females",2004,23.37,18.05
"Wyoming","Both",2004,23.76,18.31
"Wyoming","Males",2005,25.13,19.31
"Wyoming","Females",2005,24.18,18.87
"Wyoming","Both",2005,24.65,19.08
"Wyoming","Males",2006,24.6,18.74
"Wyoming","Females",2006,23.67,18.39
"Wyoming","Both",2006,24.13,18.56
"Wyoming","Males",2007,24.6,18.62
"Wyoming","Females",2007,23.24,18.17
"Wyoming","Both",2007,23.91,18.39
"Wyoming","Males",2008,24.56,18.57
"Wyoming","Females",2008,22.85,17.77
"Wyoming","Both",2008,23.69,18.16
"Wyoming","Males",2009,23.9,17.91
"Wyoming","Females",2009,22.37,17.36
"Wyoming","Both",2009,23.12,17.63
"Wyoming","Males",2010,23.76,17.6
"Wyoming","Females",2010,21.46,16.36
"Wyoming","Both",2010,22.59,16.97
"Wyoming","Males",2011,24.42,18.26
"Wyoming","Females",2011,21.06,16.01
"Wyoming","Both",2011,22.71,17.11
"Wyoming","Males",2012,23.36,17.08
"Wyoming","Females",2012,20.16,15.01
"Wyoming","Both",2012,21.73,16.03
